dataset,path,emotion_name,emotion_code,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_beg_neutral.wav,neutral,1,-370.583588,49.014687,-8.346336,42.466476,-18.633329,-10.848406,-15.449282,-6.662201,4.710793,-17.621094,15.453176,-5.511334,3.556253,-1.921407,-6.882431,5.207070,-13.403414,4.620993,-4.449749,-6.018829,-4.415918,-3.883020,-4.427411,-1.394003,-1.241671,-3.942142,-5.583379,-10.709183,-1.572199,10.717143,29.247925,40.962063,35.470554,20.216135,-1.795269,-4.753026,-0.872542,9.115735,6.298151,-4.445091,0.095055,0.142831,0.521667,0.204466,0.054784,0.058608,0.251796,0.826860,0.403009,0.188438,0.097016,0.121144,0.022624,0.009271,0.002243,0.001458,0.001098,0.000708,0.024333,4.602674,2.860478,0.049443,0.007014,0.003685,0.003946,0.005068,0.023620,2.065738,5.021641,0.459844,0.072206,0.022884,0.010953,0.008386,0.010572,1.131080,10.076276,1.979470,0.157567,0.011092,0.001580,0.000754,0.001117,0.331112,2.023383,0.501612,0.017088,0.001350,0.000396,0.000123,0.000237,0.003800,0.098612,0.173015,0.029488,0.004802,0.001563,0.000674,0.000762,0.007308,0.083496,0.068545,0.010840,0.001498,0.000350,0.000739,0.056413,0.154740,0.015622,0.000897,0.000551,0.007075,0.294427,0.110991,0.004810,0.001062,0.009841,0.405059,0.213501,0.005604,0.015813,0.207962,0.438229,0.044712,0.069103,0.453403,0.275783,0.014682,0.029464,0.210577,0.103312,0.005340,0.044993,0.049793,0.004229,0.017558,0.036129,0.011835,0.028827,0.055002,0.023510,0.038259,0.011425,0.005255,0.004196,0.003969,0.005603,0.002053,0.005460,0.003961,0.014902,0.019051,0.063487,0.051841,0.045234,0.026286,0.021000,0.012297,0.006262,0.001814,0.000465,0.000491,0.000109,0.000058,0.000072,0.000069,0.000084,0.000128,0.000200,0.000320,0.000227,0.000281,0.000299,0.000354,0.000287,0.000309,0.000273,0.000263,0.000212,0.000144,27.468832,26.199640,26.695911,23.299528,24.249626,25.479481,16.528748,0.227162,0.295179,0.416157,-0.090750,0.080517,-0.121088
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_bite_neutral.wav,neutral,1,-381.006042,51.487545,4.977218,31.790583,-12.007204,-0.025201,-21.905020,-2.894267,1.879525,-12.855062,7.202168,-1.613671,5.653632,-2.308187,-4.135915,2.188267,-12.634331,-1.908087,-3.036620,-3.668455,-7.078629,0.598791,-5.859966,-1.944651,0.452393,-5.166001,-0.970650,-7.653020,-2.054487,-2.467423,7.864981,18.156757,25.892828,29.721077,18.757298,9.908712,-1.592388,0.517071,1.472433,7.291648,0.170309,0.405513,0.386830,0.208132,0.106084,0.131439,0.527557,0.601195,0.212596,0.150574,0.177742,0.132147,0.026951,0.012563,0.005556,0.002006,0.001981,0.003077,0.555534,5.115484,1.548830,0.095758,0.028262,0.012295,0.004891,0.006901,0.751898,3.771770,1.945494,0.481576,0.198824,0.123127,0.068837,0.064666,4.164164,4.860009,2.949947,3.029583,0.656097,0.043659,0.017447,0.027120,0.251736,1.175645,0.380740,0.042049,0.041330,0.004975,0.003202,0.009764,0.093520,0.677320,0.190361,0.006297,0.011377,0.007710,0.002718,0.019260,0.038099,0.027202,0.005865,0.001535,0.002466,0.007624,0.036848,0.083831,0.021669,0.002033,0.003068,0.058495,0.075774,0.071909,0.009697,0.004069,0.190519,0.113721,0.022025,0.006644,0.053093,0.100558,0.033592,0.013718,0.039318,0.077643,0.034692,0.014507,0.036005,0.029297,0.045297,0.018007,0.006372,0.019499,0.007553,0.003400,0.016218,0.009122,0.006057,0.019149,0.007392,0.006837,0.020312,0.004809,0.004799,0.002935,0.001422,0.001849,0.001267,0.001944,0.002023,0.004201,0.004725,0.012379,0.010406,0.008395,0.009683,0.005419,0.005715,0.004198,0.003949,0.002364,0.002143,0.001090,0.000595,0.000475,0.000372,0.000271,0.000371,0.000628,0.001079,0.001454,0.000912,0.000795,0.000944,0.000774,0.000940,0.000775,0.000740,0.000528,0.000329,0.000280,24.901972,23.208817,24.728319,20.503447,22.098623,22.259958,15.958326,0.038325,-0.103608,0.094740,-0.220718,0.060847,0.023537
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_boat_neutral.wav,neutral,1,-456.513580,72.030197,21.558372,25.278950,-2.869747,4.363096,-15.283312,-6.767589,0.193167,-2.691878,3.413522,1.748388,5.670500,-5.884155,-0.158098,3.078235,-7.829237,-1.860283,-0.968771,-4.738328,-5.127713,0.636801,-6.249291,-0.314136,-2.592013,-1.925228,-2.463253,-7.502826,-1.929921,0.675946,8.551288,19.076338,23.844727,21.997404,8.979198,1.904463,-2.154540,1.985228,5.487646,3.248472,0.072303,0.209396,0.400231,0.149953,0.086779,0.123176,0.475033,0.890580,0.288718,0.140287,0.149689,0.107809,0.010834,0.003862,0.008210,0.010244,0.005172,0.002241,0.108562,1.999345,0.477925,0.006818,0.003165,0.004147,0.002357,0.003145,0.071036,1.371904,0.987635,0.040509,0.011182,0.009715,0.003655,0.002047,0.096505,0.758340,0.671712,0.055189,0.002054,0.002057,0.001585,0.000378,0.005961,0.035798,0.063131,0.007846,0.000373,0.000212,0.000215,0.000094,0.001063,0.003137,0.004687,0.002605,0.000203,0.000130,0.000108,0.000134,0.001308,0.003699,0.003386,0.000445,0.000176,0.000157,0.001238,0.004457,0.007514,0.000737,0.000231,0.000239,0.004535,0.003809,0.001503,0.000466,0.000256,0.004661,0.007391,0.002607,0.000425,0.000281,0.000852,0.004480,0.003171,0.000350,0.000561,0.005476,0.004935,0.000171,0.001389,0.009589,0.000929,0.000239,0.001730,0.000433,0.000154,0.001145,0.000598,0.000742,0.005745,0.001959,0.002897,0.009942,0.000552,0.001583,0.000870,0.000490,0.000621,0.000711,0.000636,0.000667,0.000697,0.000761,0.000892,0.001272,0.001253,0.000637,0.000806,0.000841,0.000819,0.000776,0.000511,0.000406,0.000278,0.000240,0.000203,0.000274,0.000312,0.000361,0.000599,0.000632,0.000479,0.000361,0.000480,0.000406,0.000265,0.000333,0.000290,0.000163,0.000142,0.000120,23.866564,20.512211,22.587002,18.260824,20.026119,18.903381,14.796419,0.119536,0.007381,0.207116,-0.259934,0.096896,0.010291
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_bone_neutral.wav,neutral,1,-382.577606,69.904747,-3.524126,20.840881,-21.246418,4.736571,-20.027739,-10.445799,2.193179,-16.898132,8.922754,-5.402926,7.703468,-7.896456,-3.908735,-0.656069,-11.132374,-0.379978,-1.758457,-4.864678,-6.820572,-3.771318,-4.754680,-0.867193,-2.888672,-5.092544,-6.831643,-3.632472,11.484421,26.814096,37.288258,36.467403,20.577572,2.239773,-6.011805,3.458091,6.833826,8.386083,-4.404595,-6.730237,0.069657,0.040854,0.246145,0.464506,0.169991,0.059201,0.098837,0.448462,0.738960,0.311874,0.116460,0.071160,0.014644,0.001706,0.000681,0.000566,0.000409,0.000572,0.009663,3.480035,5.847813,0.183449,0.011908,0.005103,0.003980,0.004120,0.007497,0.588347,5.173240,2.528324,0.282758,0.037686,0.014638,0.009688,0.009522,0.192006,5.175906,7.909540,2.628722,0.225595,0.012630,0.001229,0.000789,0.005488,0.099371,0.726260,1.103684,0.115582,0.006512,0.000994,0.000376,0.001235,0.027217,0.210380,0.457776,0.158579,0.024578,0.004533,0.000865,0.003357,0.040038,0.148243,0.358180,0.038908,0.003275,0.000580,0.026733,0.120598,0.087923,0.038652,0.005588,0.001255,0.061463,0.375346,0.116799,0.005449,0.002938,0.014942,0.240166,0.098160,0.014956,0.007162,0.077317,0.091072,0.097147,0.027823,0.033206,0.080388,0.034026,0.003188,0.046869,0.031988,0.005229,0.018500,0.028017,0.003592,0.011235,0.019799,0.009184,0.012336,0.021126,0.024492,0.008643,0.004931,0.002080,0.003382,0.002418,0.003107,0.001972,0.004940,0.003895,0.006251,0.009074,0.015719,0.013451,0.010344,0.007456,0.004441,0.002431,0.000966,0.000464,0.000388,0.000299,0.000286,0.000484,0.000655,0.000690,0.000996,0.001505,0.002297,0.003031,0.000548,0.000507,0.000723,0.001484,0.001583,0.001160,0.001118,0.000629,0.000560,22.033012,25.643791,27.398220,24.764816,23.742254,24.308443,16.692524,0.000953,0.152962,0.333047,0.128226,-0.015305,-0.107731
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_book_neutral.wav,neutral,1,-361.273285,60.271019,-4.663895,28.585941,-17.539539,7.019971,-24.268452,-7.639663,6.493206,-14.337362,15.090755,-6.563037,7.183584,-2.811904,-6.330458,3.278772,-11.846243,-4.069896,-2.267373,-4.123379,-5.404504,-2.647170,-5.020875,-1.129524,-3.223330,-2.411772,-4.915036,-8.176267,-5.932498,-3.853314,10.058174,25.198378,35.964973,31.818504,16.728031,1.075066,-6.161450,1.706661,6.148474,6.499918,0.087196,0.229393,0.630717,0.195192,0.084888,0.099343,0.313833,0.696946,0.338309,0.180534,0.192605,0.129797,0.034879,0.007964,0.004596,0.004517,0.002343,0.002481,0.397937,8.755426,2.053986,0.029551,0.006213,0.003609,0.003553,0.011362,0.327330,6.968822,3.811738,0.411160,0.041171,0.009364,0.008028,0.016977,1.181032,17.700636,8.010219,0.695497,0.038447,0.004205,0.002419,0.002898,0.485699,2.848895,0.491782,0.036580,0.008666,0.000792,0.000586,0.001782,0.028728,0.213037,0.130134,0.024077,0.009201,0.001560,0.000615,0.001615,0.117479,0.196543,0.044109,0.009180,0.002560,0.000937,0.071206,0.546018,0.136611,0.018327,0.005147,0.001343,0.154999,0.691584,0.049883,0.012562,0.010339,0.072840,0.275688,0.170837,0.006499,0.013013,0.179659,0.093428,0.017830,0.026335,0.077501,0.035202,0.006475,0.015709,0.084425,0.019165,0.004441,0.065819,0.052245,0.003962,0.036895,0.036748,0.013618,0.078468,0.043812,0.012783,0.085433,0.028416,0.017922,0.016637,0.003261,0.012209,0.002731,0.013258,0.007545,0.037946,0.033461,0.086216,0.074153,0.082805,0.048522,0.090125,0.043732,0.062085,0.010397,0.005568,0.001030,0.000908,0.000546,0.000577,0.000487,0.000550,0.000641,0.000761,0.001088,0.001376,0.001555,0.001365,0.001145,0.000927,0.000776,0.001303,0.001353,0.000918,0.000663,0.000931,26.265984,23.806210,24.742361,21.805147,22.516127,24.562218,16.156540,0.122048,-0.018059,0.177599,-0.257871,0.080824,-0.005888
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_bought_neutral.wav,neutral,1,-354.217621,58.818428,-4.650925,21.758413,-23.328024,5.668748,-16.846601,-7.662384,7.095062,-13.593457,12.954621,-6.529846,7.588290,-4.488483,-4.751628,4.051141,-9.556389,-4.960443,1.106113,-6.573219,-4.631463,-1.796460,-6.481535,-1.127249,-3.317212,-1.766407,-3.042231,-5.421222,-6.430240,-7.151377,3.524112,14.828742,31.773821,35.410492,27.280636,9.815236,-4.098032,-3.781541,2.300788,10.259823,0.129638,0.613686,0.285115,0.119125,0.149124,0.314026,0.762738,0.409659,0.159028,0.162393,0.202017,0.078830,0.080084,0.036939,0.006169,0.005240,0.002707,0.002781,0.961226,8.129425,0.901809,0.026757,0.010170,0.008303,0.010237,0.027795,1.048643,6.137424,1.275921,0.103322,0.028887,0.016014,0.014791,0.034533,4.941734,16.003578,2.506064,0.173513,0.033998,0.012425,0.036995,0.386692,3.318964,5.580447,0.545186,0.027424,0.002507,0.001300,0.009349,0.213361,2.494394,3.112929,0.085805,0.011865,0.002587,0.001306,0.007225,0.149357,1.980425,0.497224,0.027030,0.006031,0.002188,0.011242,0.404038,0.557006,0.035544,0.002194,0.002442,0.055722,0.398902,0.105008,0.002636,0.007743,0.055105,0.269476,0.152426,0.006520,0.021130,0.087760,0.103631,0.013340,0.023165,0.106612,0.045430,0.010916,0.076959,0.136837,0.028872,0.009396,0.059080,0.055262,0.004325,0.031043,0.043533,0.008274,0.056518,0.045745,0.039092,0.068116,0.030980,0.081663,0.022688,0.009089,0.010575,0.005438,0.012723,0.007840,0.020682,0.021541,0.049031,0.036174,0.053834,0.037342,0.066048,0.041594,0.037915,0.017023,0.006246,0.001769,0.001248,0.001660,0.001455,0.001102,0.000902,0.001064,0.001780,0.002605,0.001667,0.001507,0.002014,0.002116,0.000857,0.001498,0.002271,0.001236,0.001393,0.001791,0.001153,0.000579,26.621450,22.884129,24.719976,22.069338,23.204172,24.912683,16.793661,0.000052,-0.264109,-0.020233,-0.367106,0.072939,0.084975
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_burn_neutral.wav,neutral,1,-464.774445,91.759033,17.337772,19.046421,2.404935,1.820705,-20.246693,-11.752109,-0.683372,-4.518829,-0.274105,-3.859535,1.627171,-6.289485,-3.242580,0.068439,-9.841849,-2.651315,-2.270618,-5.664449,-4.949112,-0.938757,-4.249068,-2.524779,-2.988482,-1.298623,-1.540927,-5.652561,-2.064037,1.019678,6.888014,20.897200,27.315338,26.058298,15.733212,4.245881,-2.171408,1.879354,6.809857,5.405579,0.063207,0.354796,0.144950,0.037474,0.071625,0.251815,0.923764,0.482237,0.125719,0.074515,0.047283,0.033434,0.007108,0.000786,0.000528,0.000535,0.000394,0.000856,0.179330,2.859285,0.488518,0.012984,0.003901,0.003222,0.001633,0.001989,0.061918,1.562721,0.666713,0.050572,0.018273,0.008895,0.004694,0.003700,0.063975,1.282583,0.572219,0.030901,0.002957,0.002255,0.001255,0.000638,0.003081,0.042983,0.021077,0.002489,0.000389,0.000249,0.000152,0.000134,0.000775,0.008352,0.004726,0.000720,0.000155,0.000112,0.000095,0.000097,0.002540,0.008625,0.003828,0.000599,0.000182,0.000169,0.001505,0.018261,0.008016,0.000838,0.000601,0.000442,0.011291,0.028711,0.002323,0.000776,0.000373,0.001316,0.005786,0.001936,0.000390,0.000149,0.000582,0.000837,0.000219,0.000178,0.000465,0.000389,0.000154,0.000093,0.000492,0.000139,0.000070,0.000718,0.000293,0.000101,0.000621,0.000398,0.000136,0.001389,0.001100,0.001612,0.008160,0.001793,0.002602,0.001544,0.000261,0.000454,0.000066,0.000258,0.000091,0.000219,0.000191,0.000872,0.000530,0.001773,0.000532,0.000707,0.000589,0.000385,0.000211,0.000140,0.000139,0.000086,0.000089,0.000108,0.000164,0.000186,0.000330,0.000356,0.000707,0.001264,0.001279,0.000428,0.000366,0.000409,0.000352,0.000391,0.000325,0.000177,0.000111,0.000124,26.583658,21.557133,21.923012,19.755264,21.255161,18.538092,14.976349,0.079387,-0.165091,0.139979,-0.359998,0.088036,0.075418
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_cab_neutral.wav,neutral,1,-368.097992,51.612797,-11.661148,25.354414,-13.488759,0.718027,-13.496932,-6.513741,8.807433,-16.543032,8.486257,-6.192046,6.679341,-0.997135,-7.970284,6.974146,-11.864450,3.650431,-4.859900,-6.986966,-4.492235,-4.855247,-5.493764,-1.557354,-1.551246,-3.792564,-4.100497,-9.258969,4.185121,13.592596,34.214314,40.197803,32.921162,14.032443,-4.957524,-5.345630,1.745073,8.956870,3.838226,-5.499605,0.046012,0.139824,0.426551,0.135264,0.054556,0.084408,0.396136,0.886365,0.417756,0.188107,0.244987,0.199846,0.029700,0.012825,0.005968,0.002320,0.000808,0.000769,0.014638,3.744624,3.070042,0.095989,0.005367,0.002001,0.002188,0.003392,0.016843,0.987409,4.232303,0.804158,0.070558,0.011861,0.002593,0.003361,0.007927,0.258512,3.789807,3.463598,0.142674,0.008870,0.001141,0.000459,0.000958,0.139932,2.128239,0.785864,0.079008,0.007381,0.001547,0.000581,0.000831,0.046989,2.585557,2.278760,0.139259,0.032290,0.008929,0.002683,0.001688,0.049980,0.285612,0.110550,0.077059,0.012189,0.001465,0.002359,0.114875,0.145801,0.170150,0.024946,0.000930,0.039402,0.333518,0.383475,0.046439,0.003675,0.128959,0.411028,0.280188,0.019249,0.014040,0.060805,0.121754,0.039723,0.006113,0.039511,0.031284,0.007278,0.015021,0.097689,0.026571,0.002086,0.062344,0.056418,0.001917,0.025540,0.054559,0.006298,0.054598,0.032868,0.010315,0.033604,0.005297,0.005278,0.005048,0.001336,0.002183,0.001161,0.003282,0.004048,0.007722,0.012932,0.024761,0.028006,0.037739,0.008686,0.012299,0.003947,0.004150,0.001026,0.000424,0.000510,0.000229,0.000219,0.000237,0.000260,0.000277,0.000613,0.001064,0.001104,0.000826,0.001033,0.001277,0.001074,0.000656,0.000563,0.000556,0.000749,0.000552,0.000481,24.718742,26.864651,27.637728,23.952303,24.939114,25.290796,16.799826,0.117908,0.223481,0.379585,0.038091,0.043234,-0.116962
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_calm_neutral.wav,neutral,1,-352.717468,67.189850,-1.305379,21.653467,-19.187340,14.437600,-22.169079,-11.114874,5.800090,-19.887232,12.048648,-6.181848,3.218841,-3.126874,-3.647630,1.034557,-11.614599,-4.872971,-4.495819,-6.173038,-6.303127,-5.367723,-5.462509,-1.986615,-3.057516,-2.129251,-3.866150,-7.509281,-5.316272,-3.567585,4.094140,18.695292,32.480755,36.845291,25.875580,11.357116,-3.994075,-2.455533,2.055048,9.229130,0.191896,0.558756,0.190192,0.116021,0.126630,0.294985,0.742463,0.420123,0.210845,0.162548,0.147215,0.066974,0.026912,0.010904,0.005614,0.003608,0.004355,0.004232,1.100895,10.093762,1.815118,0.070462,0.006897,0.005137,0.006913,0.021193,0.964466,5.670041,1.279691,0.110536,0.022983,0.008829,0.010098,0.120736,5.155826,14.493810,3.274575,0.130672,0.005233,0.001692,0.001760,0.042500,0.937975,1.244592,0.176574,0.020208,0.012099,0.004991,0.002011,0.046416,0.825893,0.626388,0.106991,0.021536,0.016648,0.010152,0.006505,0.105471,0.346581,0.100748,0.036592,0.016856,0.008650,0.084022,0.914351,0.465701,0.105450,0.012420,0.004920,0.009181,0.200167,0.296659,0.023863,0.001346,0.007016,0.325017,0.170224,0.003776,0.004515,0.084416,0.193626,0.011440,0.010963,0.041332,0.074192,0.019524,0.042423,0.031684,0.024079,0.025089,0.044446,0.087002,0.015612,0.019206,0.048308,0.014643,0.027285,0.065592,0.017346,0.030860,0.030545,0.024010,0.010994,0.007280,0.006134,0.006942,0.012784,0.005746,0.009569,0.014243,0.022990,0.044156,0.048816,0.063709,0.031570,0.030585,0.017612,0.011361,0.003262,0.000973,0.000631,0.000521,0.000437,0.000389,0.000550,0.000695,0.000695,0.000855,0.001254,0.001162,0.002128,0.000838,0.001045,0.001483,0.000690,0.001093,0.001222,0.000950,0.000473,0.000346,27.510935,25.307251,26.063049,21.827211,22.831917,24.957041,16.511995,-0.049553,-0.278360,-0.072537,-0.342728,0.052618,0.103111
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_came_neutral.wav,neutral,1,-484.565765,53.838951,2.352711,34.125935,-10.747402,-6.758287,-7.989296,-10.589674,-3.297583,-5.788405,2.499951,-2.036877,3.892030,-1.229318,-0.228133,0.040809,-7.727800,0.206442,-5.289640,-3.684390,-8.150819,-3.888084,-3.999711,-0.079663,-1.738018,-3.965881,-1.989268,-7.154484,0.972728,4.936451,19.063126,29.327682,36.329758,24.992731,11.036104,0.195081,-3.141040,3.036287,4.408531,1.848377,0.036935,0.075426,0.294501,0.170369,0.055343,0.062263,0.378692,0.852035,0.374341,0.196408,0.116486,0.077128,0.001031,0.001036,0.000153,0.000104,0.000123,0.000146,0.014501,0.560163,0.224269,0.012049,0.001609,0.000616,0.000300,0.000287,0.015201,0.576621,0.521962,0.097414,0.048716,0.014408,0.003937,0.000926,0.003780,0.209439,0.562980,0.395023,0.051688,0.007604,0.000841,0.000115,0.000693,0.009909,0.020428,0.008328,0.002782,0.000388,0.000308,0.000225,0.000555,0.003092,0.008555,0.004346,0.003317,0.000966,0.000490,0.000271,0.000457,0.003011,0.005729,0.001104,0.000561,0.000098,0.000067,0.000392,0.010449,0.006677,0.000965,0.000198,0.000131,0.008430,0.019133,0.001406,0.000700,0.000294,0.017283,0.017782,0.001152,0.000835,0.002239,0.011987,0.000949,0.000942,0.001606,0.002821,0.001889,0.003299,0.000723,0.002164,0.002915,0.001338,0.003142,0.002013,0.001141,0.000788,0.001101,0.001395,0.002667,0.003957,0.003632,0.005200,0.003752,0.001054,0.000854,0.000608,0.000416,0.000269,0.000217,0.000255,0.000264,0.000343,0.000239,0.000216,0.000231,0.000342,0.000391,0.000309,0.000152,0.000089,0.000048,0.000048,0.000056,0.000039,0.000031,0.000023,0.000039,0.000055,0.000118,0.000167,0.000249,0.000172,0.000131,0.000101,0.000071,0.000074,0.000083,0.000082,0.000051,0.000071,25.918764,26.785805,25.169687,21.405521,22.133160,21.216438,15.215754,0.125279,0.009174,0.244310,-0.222908,0.074068,0.003764
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_cause_neutral.wav,neutral,1,-373.898804,43.924362,-4.278828,14.130076,-10.929729,5.848298,-18.348782,-8.098103,8.363812,-10.403078,10.487577,-4.532468,7.255710,-3.982769,-2.812480,6.677793,-11.745434,2.989451,-5.635460,-7.262543,-2.381528,-3.475106,-5.137448,-0.466354,-1.412335,-5.162217,-3.873771,-6.370408,5.267085,17.603897,31.530396,37.294754,26.725216,10.949961,-7.096238,-2.452726,3.166502,9.690135,1.634874,-7.612116,0.061154,0.154892,0.458521,0.126234,0.107296,0.135008,0.415445,0.912359,0.389353,0.200875,0.128723,0.109716,0.026188,0.010597,0.014997,0.005319,0.002050,0.000472,0.004148,2.607905,2.645910,0.079581,0.004510,0.002020,0.001694,0.001462,0.004608,0.689623,4.343115,0.895645,0.075749,0.018906,0.005329,0.003185,0.003345,0.090249,3.523120,2.462640,0.099398,0.008866,0.004168,0.001783,0.002292,0.070748,3.974381,2.125149,0.189919,0.024146,0.007303,0.002997,0.001102,0.001612,0.346211,0.584198,0.125528,0.030520,0.015801,0.006318,0.002243,0.036469,0.987214,0.391732,0.076669,0.020440,0.005838,0.005053,0.588394,0.904089,0.097505,0.010427,0.001633,0.001711,0.042955,0.206230,0.021012,0.001923,0.001672,0.057754,0.153461,0.006434,0.002235,0.006766,0.067608,0.016165,0.006979,0.020499,0.074417,0.008601,0.000531,0.071433,0.101499,0.001684,0.008411,0.048019,0.006329,0.004678,0.051383,0.009941,0.022259,0.069749,0.011601,0.036317,0.016110,0.001967,0.008912,0.002369,0.002850,0.002590,0.001893,0.005696,0.004558,0.016426,0.015828,0.034381,0.016830,0.014418,0.007461,0.005204,0.002572,0.001035,0.000462,0.000338,0.000268,0.000266,0.000242,0.000249,0.000412,0.000668,0.000929,0.001498,0.001032,0.000577,0.000642,0.000525,0.000786,0.000966,0.000839,0.000596,0.000483,0.000426,23.522778,25.949446,26.207664,23.233051,23.923458,24.112700,17.047241,0.105938,0.226511,0.349706,0.056425,0.026479,-0.118874
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_neutral\YAF_chain_neutral.wav,neutral,1,-389.045319,46.341724,8.832339,37.496819,-20.241522,-3.554229,-16.680082,-7.770236,-0.008858,-18.391396,10.794021,-8.328881,9.395226,-4.966460,-3.840192,2.769115,-12.966014,-2.104275,-4.105478,-8.107509,-4.931033,-5.696392,-5.847239,-0.691811,-2.325386,-3.537557,-7.848749,-2.574412,10.011990,25.914721,35.726402,38.190773,24.396725,6.255372,-6.564733,-0.395575,5.342263,8.392357,-1.560470,-7.775375,0.089502,0.134181,0.376632,0.141880,0.066827,0.092101,0.272243,0.807505,0.426458,0.170805,0.127103,0.126136,0.031116,0.003981,0.001308,0.000633,0.000372,0.000519,0.007196,4.847960,5.971890,0.218036,0.026200,0.007332,0.003028,0.001798,0.004457,0.783647,6.314113,1.958536,0.208661,0.047639,0.021516,0.007546,0.003156,0.149250,5.967120,5.716714,0.418049,0.023826,0.001387,0.000426,0.000247,0.000587,0.099166,0.278131,0.097350,0.020645,0.002922,0.000599,0.000183,0.000119,0.005454,0.072380,0.106534,0.018755,0.006224,0.002134,0.000570,0.000212,0.004317,0.051865,0.032725,0.005629,0.001428,0.000309,0.000654,0.034971,0.083687,0.005613,0.000430,0.000229,0.002364,0.199463,0.094974,0.002340,0.001036,0.004806,0.108253,0.042079,0.002469,0.003698,0.039671,0.045429,0.006562,0.015925,0.056552,0.021303,0.001553,0.034730,0.049597,0.004310,0.017001,0.028909,0.005615,0.010696,0.030565,0.010965,0.016655,0.026386,0.010148,0.021881,0.012460,0.003964,0.006149,0.002757,0.005217,0.005216,0.004266,0.007394,0.007334,0.010095,0.012506,0.015266,0.012204,0.013477,0.010155,0.006867,0.005485,0.003157,0.002781,0.003225,0.004708,0.004125,0.002518,0.002578,0.004749,0.003854,0.001776,0.001220,0.001866,0.001582,0.001018,0.001379,0.001093,0.001024,0.001105,0.000831,0.000612,0.000246,23.566492,27.276625,28.353350,23.811798,23.404093,23.481939,16.438597,0.052994,0.203212,0.364890,0.121820,0.025877,-0.126320
