dataset,path,emotion_name,emotion_code,smile_F0semitoneFrom27.5Hz_sma3nz_amean,smile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,smile_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile80.0,smile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,smile_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,smile_loudness_sma3_amean,smile_loudness_sma3_stddevNorm,smile_loudness_sma3_percentile20.0,smile_loudness_sma3_percentile50.0,smile_loudness_sma3_percentile80.0,smile_loudness_sma3_pctlrange0-2,smile_loudness_sma3_meanRisingSlope,smile_loudness_sma3_stddevRisingSlope,smile_loudness_sma3_meanFallingSlope,smile_loudness_sma3_stddevFallingSlope,smile_spectralFlux_sma3_amean,smile_spectralFlux_sma3_stddevNorm,smile_mfcc1_sma3_amean,smile_mfcc1_sma3_stddevNorm,smile_mfcc2_sma3_amean,smile_mfcc2_sma3_stddevNorm,smile_mfcc3_sma3_amean,smile_mfcc3_sma3_stddevNorm,smile_mfcc4_sma3_amean,smile_mfcc4_sma3_stddevNorm,smile_jitterLocal_sma3nz_amean,smile_jitterLocal_sma3nz_stddevNorm,smile_shimmerLocaldB_sma3nz_amean,smile_shimmerLocaldB_sma3nz_stddevNorm,smile_HNRdBACF_sma3nz_amean,smile_HNRdBACF_sma3nz_stddevNorm,smile_logRelF0-H1-H2_sma3nz_amean,smile_logRelF0-H1-H2_sma3nz_stddevNorm,smile_logRelF0-H1-A3_sma3nz_amean,smile_logRelF0-H1-A3_sma3nz_stddevNorm,smile_F1frequency_sma3nz_amean,smile_F1frequency_sma3nz_stddevNorm,smile_F1bandwidth_sma3nz_amean,smile_F1bandwidth_sma3nz_stddevNorm,smile_F1amplitudeLogRelF0_sma3nz_amean,smile_F1amplitudeLogRelF0_sma3nz_stddevNorm,smile_F2frequency_sma3nz_amean,smile_F2frequency_sma3nz_stddevNorm,smile_F2bandwidth_sma3nz_amean,smile_F2bandwidth_sma3nz_stddevNorm,smile_F2amplitudeLogRelF0_sma3nz_amean,smile_F2amplitudeLogRelF0_sma3nz_stddevNorm,smile_F3frequency_sma3nz_amean,smile_F3frequency_sma3nz_stddevNorm,smile_F3bandwidth_sma3nz_amean,smile_F3bandwidth_sma3nz_stddevNorm,smile_F3amplitudeLogRelF0_sma3nz_amean,smile_F3amplitudeLogRelF0_sma3nz_stddevNorm,smile_alphaRatioV_sma3nz_amean,smile_alphaRatioV_sma3nz_stddevNorm,smile_hammarbergIndexV_sma3nz_amean,smile_hammarbergIndexV_sma3nz_stddevNorm,smile_slopeV0-500_sma3nz_amean,smile_slopeV0-500_sma3nz_stddevNorm,smile_slopeV500-1500_sma3nz_amean,smile_slopeV500-1500_sma3nz_stddevNorm,smile_spectralFluxV_sma3nz_amean,smile_spectralFluxV_sma3nz_stddevNorm,smile_mfcc1V_sma3nz_amean,smile_mfcc1V_sma3nz_stddevNorm,smile_mfcc2V_sma3nz_amean,smile_mfcc2V_sma3nz_stddevNorm,smile_mfcc3V_sma3nz_amean,smile_mfcc3V_sma3nz_stddevNorm,smile_mfcc4V_sma3nz_amean,smile_mfcc4V_sma3nz_stddevNorm,smile_alphaRatioUV_sma3nz_amean,smile_hammarbergIndexUV_sma3nz_amean,smile_slopeUV0-500_sma3nz_amean,smile_slopeUV500-1500_sma3nz_amean,smile_spectralFluxUV_sma3nz_amean,smile_loudnessPeaksPerSec,smile_VoicedSegmentsPerSec,smile_MeanVoicedSegmentLengthSec,smile_StddevVoicedSegmentLengthSec,smile_MeanUnvoicedSegmentLength,smile_StddevUnvoicedSegmentLength,smile_equivalentSoundLevel_dBp
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_read_disgust.wav,disgust,7,35.176792,0.097151,32.453056,33.938274,37.717953,5.264896,309.013824,326.758545,24.480762,25.081341,0.353066,0.881767,0.091127,0.242241,0.631793,0.540665,4.155950,3.388427,3.790244,1.946276,0.095153,1.047177,18.650101,1.110430,13.422438,1.026304,16.065117,1.529833,-15.709421,-1.403237,0.021676,1.053800,0.684600,0.895300,8.194143,0.337066,9.872391,0.805739,24.867828,0.636855,709.331970,0.370775,1350.073608,0.145294,-83.734398,-1.043616,1770.937622,0.116929,974.010132,0.450341,-81.403290,-0.976786,2836.744141,0.112799,1162.735718,0.523209,-83.044991,-0.948183,-13.222240,-0.784444,23.669563,0.572530,0.054843,0.613910,-0.010397,-1.458945,0.129641,0.806905,25.360655,0.690301,9.960282,1.268278,13.885074,1.661306,-19.454493,-1.046330,-7.153384,12.324449,0.025697,0.002680,0.027630,2.127660,1.739130,0.382500,0.347302,0.136000,0.115343,-31.585089
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_red_disgust.wav,disgust,7,33.860954,0.162897,31.146341,33.498817,37.160927,6.014585,73.632080,48.172356,29.297956,26.514961,0.394154,0.858764,0.097001,0.278700,0.687093,0.590092,5.556820,2.349396,2.966042,2.189353,0.106526,1.050805,20.552080,0.947969,5.012608,2.632754,5.775708,3.102328,-10.061715,-2.020382,0.022503,1.500921,0.669797,0.775977,8.520513,0.489037,5.421357,1.399106,22.564096,0.698177,707.240845,0.352903,1402.379883,0.178391,-67.887756,-1.215100,1769.071899,0.132304,1070.510498,0.311328,-69.203888,-1.091943,2824.932373,0.101978,1055.483765,0.355043,-73.156311,-1.004107,-14.005225,-0.618832,24.072744,0.504610,0.058509,0.550047,-0.011484,-1.474168,0.135686,0.871773,26.054951,0.581055,4.739330,2.841900,5.861268,3.113637,-16.193016,-1.107738,-4.760792,11.643088,0.027739,0.007376,0.036661,2.521008,2.575107,0.275000,0.323973,0.106000,0.067112,-30.644857
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_ring_disgust.wav,disgust,7,33.671223,0.155903,31.523035,33.982903,36.935368,5.412333,75.205765,41.847519,48.458706,41.112778,0.311422,0.875900,0.100090,0.190315,0.539412,0.439322,4.173919,3.910194,3.417251,1.790480,0.074809,1.027114,21.534513,0.963166,9.450039,1.231411,8.750395,2.240827,-6.846879,-3.260546,0.036320,2.083585,0.660669,0.758398,8.171891,0.392293,7.394083,0.906579,23.869707,0.613821,683.015747,0.321028,1423.824219,0.133265,-77.675659,-1.121779,1774.217163,0.133990,1075.363770,0.403031,-81.094009,-0.982872,2815.741943,0.113310,1077.875488,0.326430,-82.919083,-0.949757,-14.532250,-0.675122,24.300903,0.563077,0.050292,0.692258,-0.012128,-1.218920,0.093966,0.893122,26.464842,0.569574,8.861815,1.404476,11.830150,1.627108,-14.680666,-1.502396,-6.618318,17.334240,0.025644,0.013703,0.040346,1.694915,2.164502,0.304000,0.309361,0.113333,0.090123,-33.598270
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_ripe_disgust.wav,disgust,7,34.513672,0.167323,31.410912,34.114536,38.203468,6.792557,38.966393,29.357983,194.641800,121.150894,0.343894,0.937537,0.062910,0.186576,0.672885,0.609975,4.909576,3.575940,4.263393,2.134937,0.101410,1.212125,17.421164,1.139728,8.736452,1.704446,8.100642,2.729731,-11.571918,-1.839083,0.027250,1.876512,0.972718,0.917139,7.223268,0.561755,4.376277,1.956831,23.386566,0.700294,749.387939,0.321549,1436.882812,0.157002,-96.632446,-0.940049,1789.564331,0.122864,1085.281616,0.329501,-93.762222,-0.910121,2874.551270,0.115771,1168.494873,0.351227,-96.788300,-0.856063,-13.073496,-0.780796,25.766073,0.481264,0.054236,0.828989,-0.009527,-1.653177,0.148715,0.901285,25.628916,0.648219,5.557515,3.082415,3.336389,6.620053,-18.534649,-1.014765,-8.311112,15.329171,0.018351,0.005811,0.035658,1.968504,2.008032,0.292000,0.204196,0.225000,0.066521,-31.382765
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_road_disgust.wav,disgust,7,35.215031,0.105862,32.355545,34.334705,37.862579,5.507034,116.593086,141.931046,33.891384,38.490021,0.319549,0.783666,0.099323,0.237197,0.538557,0.439234,3.684219,2.864324,2.534622,0.939789,0.083753,0.862069,21.340200,1.009514,7.055234,1.832002,0.690465,29.557539,-10.326666,-1.960783,0.015938,1.473678,0.651820,0.974384,9.006833,0.344292,4.941767,1.662212,24.842175,0.576686,660.385437,0.383864,1375.453735,0.156008,-91.508385,-1.000156,1708.449707,0.169153,967.668213,0.386086,-89.643387,-0.955174,2778.250488,0.117770,1013.663086,0.430822,-94.295547,-0.869492,-13.320907,-0.762583,24.272583,0.511370,0.055624,0.604910,-0.012697,-1.081483,0.106225,0.698472,26.248985,0.618107,6.592680,2.031712,1.500184,14.936596,-17.057831,-1.090609,-6.752274,17.286926,0.033956,0.005012,0.052211,2.100840,1.716738,0.350000,0.329621,0.168000,0.091739,-33.324841
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_room_disgust.wav,disgust,7,33.910034,0.135367,30.336401,33.073387,37.397766,7.061365,122.730171,66.848892,68.817154,39.469265,0.338696,0.822150,0.093651,0.241029,0.561031,0.467380,4.163789,4.577158,4.086278,1.968851,0.088747,1.089200,23.208368,0.871362,8.354272,1.125557,3.144756,5.600811,-12.480218,-1.684816,0.029530,2.235811,0.729974,0.987157,8.261677,0.365178,6.980520,1.056166,26.519094,0.584117,713.193420,0.396836,1369.584839,0.146318,-80.013878,-1.130176,1694.580444,0.151208,1026.443481,0.406110,-81.323318,-1.032681,2821.843506,0.121699,1032.166504,0.329759,-86.495285,-0.930770,-11.690605,-0.675188,23.004913,0.471261,0.059873,0.467517,-0.009406,-1.812239,0.123879,0.827283,29.042297,0.567966,6.982315,1.467151,2.563707,8.075893,-18.156441,-0.999007,-8.846812,16.538370,0.027120,0.008827,0.026037,2.066116,1.271186,0.510000,0.427629,0.253333,0.074087,-32.130768
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_rose_disgust.wav,disgust,7,33.561161,0.189651,31.179085,33.745277,38.025932,6.846848,23.971605,20.342199,84.027161,39.504162,0.287838,0.874058,0.090194,0.200032,0.486627,0.396433,3.254231,1.782885,2.631120,1.245857,0.080152,1.131925,18.855108,1.234972,13.021197,0.993367,1.048837,18.143450,-12.092674,-2.110729,0.023158,1.615064,0.689179,0.728555,8.132646,0.520069,5.617307,1.299987,26.372744,0.602384,758.889954,0.350916,1330.792236,0.166079,-100.703224,-0.910492,1827.950439,0.170175,999.441040,0.404498,-99.278694,-0.863771,2918.493408,0.108583,1030.891724,0.320574,-102.813492,-0.806081,-14.884951,-0.600921,26.745848,0.405406,0.061126,0.570310,-0.016542,-1.059623,0.121132,0.820840,27.915693,0.557820,8.678414,1.346209,1.211903,17.895508,-24.875233,-0.845851,-9.765632,18.973198,0.021642,0.009996,0.030769,2.255639,2.298851,0.233333,0.320763,0.154286,0.133401,-32.958214
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_rot_disgust.wav,disgust,7,34.169975,0.130257,30.092583,33.245659,36.973145,6.880562,29.439152,2.796773,-13.322897,25.838449,0.362358,0.844950,0.099229,0.288811,0.618805,0.519577,4.194867,2.685087,2.982763,1.728017,0.106649,1.079819,16.734993,1.317994,6.464501,1.703163,-1.023083,-21.299746,-14.050056,-1.544383,0.020577,1.327822,0.705140,0.768199,7.033047,0.520222,4.357572,1.726829,22.331987,0.685568,656.414856,0.372804,1281.513916,0.114099,-105.705292,-0.902083,1695.453003,0.162423,964.014343,0.354495,-107.104576,-0.840461,2852.061035,0.107370,927.322205,0.418941,-110.449516,-0.788124,-10.380057,-0.850598,20.375105,0.448280,0.072433,0.259038,-0.014964,-1.014829,0.165959,0.757622,25.124132,0.618796,6.034450,1.942089,2.817191,8.763894,-27.590517,-0.607017,-3.564819,15.650679,0.022623,0.012615,0.049210,2.834008,1.239670,0.403333,0.401193,0.285000,0.176139,-31.696377
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_rough_disgust.wav,disgust,7,34.732178,0.134005,31.789572,34.173641,37.659283,5.869711,161.789032,151.682190,54.587963,28.200798,0.290364,0.936513,0.055405,0.158657,0.538076,0.482670,3.964733,1.951079,2.968870,1.737943,0.076965,1.185179,15.431287,1.370283,10.092426,1.291114,0.524849,37.030537,-7.461927,-2.837471,0.024629,1.993203,0.869748,1.239296,8.856897,0.351308,5.368939,1.499995,24.796827,0.673299,765.490601,0.325138,1387.615479,0.145910,-104.280434,-0.882833,1809.860352,0.152587,1058.233521,0.351589,-103.260033,-0.845382,2878.934814,0.115997,1041.480957,0.273125,-106.693054,-0.787989,-14.190774,-0.716040,25.432892,0.431180,0.054201,0.658499,-0.010486,-1.584509,0.118680,0.828344,24.973526,0.610448,9.165060,1.650477,2.945083,7.952867,-20.267237,-0.896973,-5.107294,15.242283,0.015625,0.017319,0.029473,2.592592,1.132076,0.476667,0.388616,0.287500,0.132169,-32.729843
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_rush_disgust.wav,disgust,7,34.513237,0.136574,30.817640,34.530121,38.056606,7.238966,14.741025,4.796377,121.478844,99.276680,0.348827,0.871608,0.093213,0.261143,0.544238,0.451025,3.644674,2.820512,3.588195,1.523153,0.091553,1.115152,11.696183,2.296170,7.098409,2.269521,2.280008,8.901538,-6.973101,-2.577875,0.018006,1.369813,0.661207,0.805843,7.883868,0.370001,5.850684,1.416344,23.011347,0.720891,694.772217,0.409074,1405.603149,0.150695,-117.397636,-0.787136,1698.335693,0.147937,1046.852661,0.427009,-112.942642,-0.794906,2784.088135,0.105256,1078.035767,0.292250,-116.630508,-0.737295,-10.439678,-0.962742,23.417442,0.558162,0.059277,0.506820,-0.010077,-1.633058,0.129774,0.683539,27.415743,0.655024,3.231433,4.573377,-1.693423,-14.113067,-16.047623,-1.090391,-0.456051,9.492162,0.016590,0.013515,0.060027,1.465201,1.492537,0.305000,0.221077,0.266000,0.104422,-32.471710
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_said_disgust.wav,disgust,7,34.567467,0.102625,31.122936,34.432083,37.811127,6.688190,144.815781,183.721146,36.656960,23.141430,0.349324,0.766798,0.112132,0.239325,0.598355,0.486223,2.962780,2.146946,3.122695,1.213969,0.089678,1.020915,14.266191,1.555642,7.824901,1.942002,6.414235,2.762220,-10.642483,-2.145413,0.023318,1.842286,0.765028,0.821461,7.356983,0.494902,4.722756,1.964184,20.866108,0.634991,638.790955,0.333539,1364.710449,0.152859,-90.780693,-1.028672,1723.094360,0.113431,1056.457397,0.389867,-94.230995,-0.911466,2750.601074,0.105261,1020.723877,0.414167,-95.550674,-0.886102,-11.276251,-0.853354,19.729164,0.589607,0.069346,0.333880,-0.016390,-0.971845,0.122168,0.739872,24.159279,0.712157,5.016600,2.982774,6.797513,2.801058,-20.738989,-1.006842,-4.523572,9.537231,0.023386,0.004722,0.047825,2.419355,2.057613,0.278000,0.360300,0.184000,0.064062,-33.565887
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_sail_disgust.wav,disgust,7,35.028206,0.094766,32.109192,34.652912,37.009857,4.900665,43.330036,21.198210,13.925583,10.888847,0.283041,0.733278,0.103317,0.206562,0.490483,0.387167,3.515178,3.377378,2.072700,0.949388,0.062307,0.928057,17.339067,1.283021,11.520176,0.986981,3.299464,6.333185,-12.297594,-1.935569,0.015187,1.168624,0.690309,0.909615,9.052988,0.354278,5.283592,1.423802,24.987608,0.568893,776.506165,0.302652,1349.427246,0.183462,-99.526505,-0.930698,1846.787476,0.126357,1097.379028,0.472357,-101.849388,-0.843574,2896.410400,0.107784,1021.230530,0.343848,-104.183456,-0.805937,-14.006969,-0.677256,23.078476,0.508577,0.056945,0.553346,-0.017414,-1.084012,0.088082,0.684252,26.473537,0.586310,10.204066,0.902005,7.271871,3.200351,-20.686081,-0.842661,-5.710617,14.990991,0.023831,0.003363,0.031954,1.984127,1.214575,0.453333,0.390754,0.260000,0.139284,-34.710060
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_search_disgust.wav,disgust,7,36.486984,0.168902,31.726046,35.069386,40.673950,8.947905,393.806122,372.544464,55.299824,17.183111,0.288915,0.819694,0.101927,0.199173,0.496308,0.394381,4.067646,3.974875,2.678313,1.590072,0.070122,1.057063,7.528051,3.648003,6.832676,1.917025,-1.306913,-16.140892,-8.667709,-2.176991,0.024263,1.234516,0.908951,1.004083,7.621361,0.576853,4.665322,1.726294,20.823990,0.764959,771.979492,0.299797,1361.743652,0.220954,-122.399628,-0.756260,1769.614990,0.127816,984.393433,0.371982,-117.412689,-0.762773,2841.853516,0.108629,1116.818481,0.243827,-118.968880,-0.730858,-8.862909,-1.305443,18.223633,0.728275,0.067008,0.468083,-0.006201,-3.195263,0.114243,0.703614,19.694620,1.052918,2.454967,5.237900,1.473706,12.517858,-20.318991,-0.908250,3.598344,6.692935,0.029712,0.018877,0.034972,2.166065,1.470588,0.302500,0.343466,0.284000,0.154221,-34.564915
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_seize_disgust.wav,disgust,7,35.337120,0.108829,31.741745,35.255280,38.041809,6.300064,262.643402,330.818298,28.230600,28.088655,0.253621,0.923843,0.078338,0.136440,0.424333,0.345995,3.684213,3.433212,2.496646,1.510125,0.056991,1.126838,12.270315,1.821897,12.018876,1.161136,8.163069,3.013039,-6.431454,-3.495397,0.014247,0.917424,0.659830,0.798282,9.518257,0.322520,8.547068,1.234734,25.864611,0.624264,743.949341,0.351340,1377.767456,0.138055,-110.436646,-0.844408,1783.785278,0.106282,1122.262329,0.505649,-111.953232,-0.777244,2826.044678,0.121422,968.363770,0.388157,-114.560150,-0.737949,-12.257098,-0.718141,22.020594,0.504751,0.066803,0.411658,-0.012082,-1.446545,0.096493,0.694947,24.739826,0.679133,9.393635,1.623202,8.190823,3.310373,-18.682602,-1.080513,-4.229188,10.548500,0.021804,0.012550,0.018910,1.760563,1.433692,0.340000,0.202237,0.332500,0.118822,-34.170029
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_sell_disgust.wav,disgust,7,34.063450,0.121713,31.313354,33.899597,36.594143,5.280788,95.357193,86.929832,57.180851,74.866638,0.395641,0.774909,0.136969,0.270784,0.655254,0.518285,3.733287,3.125816,4.006978,1.274893,0.116862,1.007403,13.342617,1.993030,9.560064,1.557717,-0.873589,-22.400688,-11.958671,-2.179338,0.033819,1.600795,0.972023,0.982132,6.140227,0.535700,5.767046,1.314270,23.192860,0.507230,606.701355,0.338110,1388.543579,0.120005,-100.203453,-0.945173,1701.472656,0.116606,1071.755859,0.448269,-99.551086,-0.865511,2717.364502,0.105181,1121.568237,0.372799,-101.351135,-0.838030,-11.182076,-0.733847,20.651537,0.531859,0.057827,0.476569,-0.020545,-0.866131,0.170959,0.708375,25.945734,0.651370,3.739140,3.839040,6.689252,3.087307,-24.913862,-0.889435,-0.223421,10.059148,0.019922,0.012557,0.051896,2.092050,2.136752,0.254000,0.334819,0.160000,0.118603,-31.646677
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_shack_disgust.wav,disgust,7,34.322540,0.162981,30.771311,33.818104,36.622463,5.851152,46.800709,44.528881,208.543655,154.014389,0.399623,0.810134,0.101462,0.350762,0.664028,0.562567,4.159155,2.542019,2.301138,0.877244,0.101083,0.934646,8.244884,3.245163,3.545134,4.423707,4.511163,3.888024,-5.929661,-3.500911,0.027173,2.131473,0.722892,0.821247,7.347035,0.495010,4.631665,1.735187,19.855209,0.747664,629.823242,0.310525,1386.499634,0.221503,-109.415009,-0.880287,1701.908081,0.141199,1012.761169,0.419868,-111.241737,-0.819032,2713.857910,0.123563,1090.155640,0.335539,-111.762009,-0.793751,-8.207194,-1.424942,18.926592,0.725905,0.060113,0.428570,-0.014193,-1.551222,0.160894,0.564406,24.492327,0.781973,1.866890,8.625446,5.650429,3.497176,-18.452133,-1.141850,4.150130,4.029237,0.011950,0.021103,0.046835,2.325582,1.185771,0.406667,0.407458,0.310000,0.169853,-31.494896
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_shall_disgust.wav,disgust,7,33.998264,0.137169,29.789585,34.591473,37.386536,7.596951,134.950256,116.626839,55.493328,52.742207,0.421936,0.742219,0.139845,0.405061,0.608218,0.468374,3.316484,2.392516,3.160933,2.028527,0.122504,0.889418,14.087247,1.754821,4.827093,3.292241,0.392408,51.824284,-14.030808,-1.527036,0.045345,2.176719,0.735973,0.822518,6.320904,0.697326,5.756888,1.418698,21.575695,0.682444,697.603394,0.339359,1382.976318,0.149442,-106.252197,-0.891167,1706.299561,0.113071,1040.789307,0.307353,-103.120445,-0.884098,2802.946533,0.097767,1047.457031,0.280441,-107.040810,-0.817522,-8.201715,-1.279419,20.290668,0.581247,0.066047,0.368495,-0.010368,-1.909861,0.158852,0.680942,24.546387,0.707437,0.216361,69.946007,1.999438,10.761316,-21.157850,-0.750232,-0.316335,11.327239,0.018836,0.009202,0.087383,2.723736,1.190476,0.433333,0.365726,0.287500,0.122755,-31.642010
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_shawl_disgust.wav,disgust,7,35.746979,0.182865,31.606930,35.066750,37.341728,5.734798,924.580322,1326.376587,86.643898,76.828194,0.439902,0.719312,0.126139,0.413010,0.715803,0.589664,4.588561,3.498594,2.832778,1.577037,0.136318,0.832092,12.902656,2.092299,8.074237,1.771907,5.690043,3.587379,-21.675713,-1.176391,0.025989,1.307602,0.806979,0.878722,5.330513,0.920367,4.005205,2.145747,19.090422,0.719503,626.020752,0.394049,1315.364258,0.162473,-103.380737,-0.908041,1646.684692,0.145576,1003.419617,0.368942,-101.292648,-0.869069,2739.775146,0.096727,991.505920,0.466928,-101.707848,-0.850501,-7.695426,-1.608701,17.110115,0.839805,0.060694,0.448723,-0.012972,-1.378604,0.186542,0.639213,20.330259,1.026558,4.267118,3.538822,9.324097,2.169216,-29.951117,-0.646449,-0.131168,10.190536,0.023162,0.002732,0.081138,2.049180,2.092050,0.254000,0.201455,0.200000,0.125060,-30.914522
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_sheep_disgust.wav,disgust,7,35.865070,0.153594,31.025114,35.844604,38.245010,7.219896,358.323395,465.367523,225.711975,203.542877,0.358982,0.674238,0.098133,0.346281,0.573872,0.475739,4.478577,3.041909,2.627203,0.995279,0.091049,0.804554,8.816434,2.720383,11.947489,1.254146,19.875916,1.249254,-14.942967,-1.457727,0.019854,1.232983,0.881169,0.943038,8.130684,0.451866,10.680310,1.109215,19.118595,0.761630,688.058105,0.366547,1329.674072,0.226253,-105.355980,-0.888281,1783.861450,0.094998,920.975952,0.490028,-98.772156,-0.882127,2818.027344,0.120071,1033.234863,0.345333,-96.369202,-0.903172,-8.641281,-1.248293,16.725374,0.776061,0.066712,0.481451,-0.011825,-1.296091,0.120342,0.604117,19.593452,0.946644,7.317833,1.935050,18.905405,1.457135,-23.751471,-0.795867,0.399476,6.232805,0.012977,0.012169,0.055457,2.739726,1.401869,0.403333,0.396849,0.215000,0.068007,-32.621063
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_shirt_disgust.wav,disgust,7,34.131962,0.213346,29.645245,33.994335,38.931492,9.286247,148.673264,147.466965,315.895050,363.242157,0.349884,0.833549,0.094214,0.289174,0.558171,0.463957,4.396502,2.589638,1.803675,1.241335,0.094139,1.180203,9.468159,3.150825,9.042296,1.249545,2.957990,7.287890,-10.072701,-1.897455,0.026347,2.259842,0.853108,0.941762,7.406593,0.632461,3.091968,2.336949,23.481249,0.753471,692.749329,0.385824,1350.486328,0.255075,-108.197418,-0.877893,1747.930420,0.156861,1059.371460,0.424844,-105.219788,-0.844994,2835.211914,0.125979,1081.516479,0.272443,-106.728745,-0.812560,-9.954051,-1.221778,19.364094,0.756065,0.064609,0.447330,-0.012816,-1.478804,0.137273,0.961345,23.735113,0.930050,6.512610,1.700228,2.667987,8.763640,-19.516901,-0.979332,3.795927,5.830118,0.019297,0.019124,0.049696,2.272727,1.544402,0.332500,0.403446,0.234000,0.188106,-32.248226
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_should_disgust.wav,disgust,7,37.983643,0.220649,32.556274,35.113747,41.168335,8.612061,188.958542,216.237976,27.834480,28.884142,0.358256,0.822748,0.095936,0.311338,0.614352,0.518416,3.020756,2.208405,2.563353,0.811959,0.101221,1.058404,7.312366,3.934879,10.026049,1.182087,8.803744,2.126726,-9.818233,-2.196534,0.029121,1.695220,0.901569,0.828533,6.773436,0.801878,2.760391,3.956598,18.635996,1.104393,662.496948,0.372702,1231.283203,0.288181,-103.826172,-0.900807,1722.213867,0.141192,934.567749,0.319805,-99.393227,-0.876325,2805.149902,0.095656,1056.881470,0.364252,-97.023102,-0.895957,-9.000622,-1.959389,17.872217,1.119241,0.054849,0.613575,-0.013611,-1.476735,0.142349,0.830236,14.512831,1.910536,10.497913,1.145097,11.079111,1.762938,-19.691864,-0.966096,0.825463,8.790574,0.021887,0.012478,0.049286,1.858736,1.515152,0.375000,0.305655,0.210000,0.146833,-32.127411
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\YAF_disgust\YAF_shout_disgust.wav,disgust,7,34.943436,0.206658,30.308777,33.568760,37.578217,7.269440,334.341370,340.972412,257.871826,225.145386,0.433632,0.681620,0.127498,0.430509,0.689984,0.562486,4.773099,2.437736,2.747076,1.559291,0.122450,0.891510,6.719717,4.147683,6.729293,2.237260,8.734176,2.082127,-11.849701,-1.875427,0.026042,1.508912,0.875850,0.767695,5.792912,0.783643,4.681888,1.879487,16.612753,1.286686,616.717163,0.327202,1320.531494,0.211948,-102.132423,-0.945802,1655.395386,0.130805,1047.574463,0.405897,-102.088898,-0.888346,2654.618408,0.106473,1070.319702,0.420549,-101.190353,-0.883707,-7.409084,-1.395066,16.019592,0.723048,0.064653,0.443609,-0.012511,-1.383417,0.170835,0.589684,21.933359,0.875391,-0.251668,-58.309311,9.939537,2.043650,-20.213604,-1.066060,4.728254,2.860965,0.017728,0.012087,0.070271,2.857143,1.250000,0.423333,0.415077,0.265000,0.174428,-31.136354
